website_session_id,user_id,utm_source,utm_campaign,utm_content,device_type,http_referer
121243,99169,NULL,NULL,NULL,desktop,https://www.gsearch.com
121282,106276,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
121285,106279,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121303,106295,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121317,106307,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121332,106320,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121341,106327,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
121350,106335,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121352,106337,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
121376,106360,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121407,91699,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
121423,106399,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121432,106408,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121434,106410,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121455,106427,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
121477,90673,NULL,NULL,NULL,desktop,https://www.gsearch.com
121488,106454,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121503,103899,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
121504,106465,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121508,106469,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121540,106496,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121542,99144,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
121557,106510,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121574,106526,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121578,106529,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
121582,106532,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121586,106536,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121599,106549,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121620,106568,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121633,106579,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121637,106583,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121659,106604,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121671,106614,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121673,106616,NULL,NULL,NULL,desktop,https://www.gsearch.com
121701,106637,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
121714,106647,NULL,NULL,NULL,desktop,https://www.gsearch.com
121729,106659,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121763,106685,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121777,101278,NULL,NULL,NULL,desktop,https://www.gsearch.com
121803,106721,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121844,106757,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121847,106760,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121851,106764,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121852,106765,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121858,106771,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com
121868,106779,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121884,99746,NULL,NULL,NULL,desktop,https://www.gsearch.com
121914,106820,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121936,106840,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
121946,106848,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121948,106849,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
121954,106855,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
121972,106869,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
121996,82942,NULL,NULL,NULL,desktop,https://www.gsearch.com
122000,106892,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122011,106901,NULL,NULL,NULL,desktop,NULL
122012,106902,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122053,106941,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122056,106944,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
122092,106977,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
122094,106979,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122115,106992,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122143,107017,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122180,96583,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
122205,107071,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122227,107093,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
122234,107098,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
122239,107103,NULL,NULL,NULL,desktop,NULL
122244,107106,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
122265,107121,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122270,107126,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122273,107129,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122310,107162,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122313,107164,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
122323,107174,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com
122334,107183,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122368,107213,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
122390,101759,NULL,NULL,NULL,desktop,https://www.gsearch.com
122398,94978,NULL,NULL,NULL,desktop,https://www.gsearch.com
122406,107245,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122426,107265,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122428,107267,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122450,107286,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122457,107290,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122479,107310,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122487,95997,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
122489,107319,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122490,107320,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
122521,107346,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122532,107357,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
122554,107374,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122573,107393,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
122590,100394,NULL,NULL,NULL,mobile,https://www.gsearch.com
122596,107411,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122600,107414,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122615,107428,NULL,NULL,NULL,desktop,NULL
122630,107442,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122631,107443,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122660,107468,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122669,92854,NULL,NULL,NULL,desktop,NULL
122689,107494,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122698,100179,NULL,NULL,NULL,desktop,NULL
122706,92539,NULL,NULL,NULL,desktop,NULL
122729,107528,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
122731,107530,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122748,107546,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122749,107547,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122785,99924,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
122794,88254,NULL,NULL,NULL,desktop,https://www.gsearch.com
122812,97896,NULL,NULL,NULL,desktop,NULL
122818,107604,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
122838,107623,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122845,107628,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
122900,96384,NULL,NULL,NULL,desktop,https://www.gsearch.com
122916,85767,NULL,NULL,NULL,desktop,NULL
122947,96229,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
122987,107749,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
123008,85875,NULL,NULL,NULL,mobile,https://www.gsearch.com
123021,107777,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123030,107786,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123031,107787,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
123038,105321,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
123049,107801,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123055,107806,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123062,107813,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123065,107816,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
123075,107823,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123081,107827,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123101,107845,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123103,102656,NULL,NULL,NULL,desktop,https://www.bsearch.com
123110,107850,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
123119,107856,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123129,107865,NULL,NULL,NULL,desktop,NULL
123139,107873,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123143,100020,NULL,NULL,NULL,mobile,https://www.gsearch.com
123150,107881,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
123179,107907,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
123180,107908,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123181,107909,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123201,107927,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123243,107963,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123252,107970,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123281,107994,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123284,107997,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123286,107999,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123314,105236,NULL,NULL,NULL,desktop,NULL
123324,108032,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123333,99286,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
123338,108044,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
123358,108061,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123366,108069,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123394,108094,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123397,108097,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123443,108139,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123461,107598,NULL,NULL,NULL,desktop,https://www.gsearch.com
123467,108158,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123474,108163,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123484,108173,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
123492,108180,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
123500,108187,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123515,108200,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123526,108209,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123539,108221,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123552,108231,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123554,108233,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123571,106782,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
123581,108256,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
123593,108267,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123607,108278,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123653,108319,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123673,108334,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123676,108337,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123759,108407,NULL,NULL,NULL,desktop,https://www.gsearch.com
123760,108408,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123782,108428,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123827,108465,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123837,108473,NULL,NULL,NULL,desktop,NULL
123841,108477,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
123851,108485,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123868,108500,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123878,108507,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123920,108542,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
123921,108543,NULL,NULL,NULL,mobile,NULL
123939,108557,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
123940,108558,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
123963,108580,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124001,108616,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124013,108627,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124032,108640,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124040,108648,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124044,106150,NULL,NULL,NULL,desktop,NULL
124075,108676,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
124078,108679,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124097,108694,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
124102,98531,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124106,108702,NULL,NULL,NULL,desktop,https://www.gsearch.com
124122,108713,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124128,108719,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124140,108729,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124186,92787,NULL,NULL,NULL,desktop,https://www.gsearch.com
124218,108788,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124234,82828,NULL,NULL,NULL,mobile,NULL
124256,108822,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
124302,108862,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124307,95247,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124311,108870,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124314,108872,NULL,NULL,NULL,desktop,https://www.gsearch.com
124339,108896,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124348,108904,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124362,108914,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124370,108919,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124398,108946,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124399,108947,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124415,108962,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124427,108974,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124451,108995,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124512,109049,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
124521,109056,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124526,109061,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
124530,109065,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124556,109091,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124571,109104,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124594,109124,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124602,109130,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124603,109131,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124604,109132,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124607,91907,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
124611,109137,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124613,109139,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124638,109162,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124640,104955,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124643,109165,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124649,109171,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124673,109191,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124683,109201,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124692,109209,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124706,93424,NULL,NULL,NULL,desktop,https://www.gsearch.com
124711,109224,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124738,109246,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com
124751,109256,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124756,109260,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124781,109284,NULL,NULL,NULL,desktop,https://www.gsearch.com
124793,109294,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
124829,109326,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124843,109337,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124876,109365,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124882,99515,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
124895,109381,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124899,109384,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124910,109392,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
124914,109396,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
124933,104878,NULL,NULL,NULL,desktop,https://www.gsearch.com
124953,109426,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
125041,109494,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
125049,109502,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125088,109535,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125090,109537,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125097,109543,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125129,109571,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125142,103722,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
125150,109591,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
125161,109601,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125171,99179,NULL,NULL,NULL,desktop,https://www.gsearch.com
125181,109618,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125191,109627,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125192,109628,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125207,109640,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125232,109663,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125242,109670,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125264,109689,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125275,109698,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125292,109714,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125300,109721,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
125303,98594,NULL,NULL,NULL,desktop,https://www.gsearch.com
125378,100796,NULL,NULL,NULL,mobile,https://www.gsearch.com
125389,109792,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
125400,109802,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125408,109810,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125409,109811,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125416,104910,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
125467,91842,NULL,NULL,NULL,desktop,https://www.bsearch.com
125476,109863,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
125490,109875,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
125495,109880,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125510,103251,NULL,NULL,NULL,desktop,NULL
125555,109931,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125557,109933,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125584,109954,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125602,109969,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125605,109972,NULL,NULL,NULL,desktop,https://www.gsearch.com
125627,109993,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125694,110052,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125745,110096,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125764,96028,NULL,NULL,NULL,desktop,https://www.gsearch.com
125775,110123,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
125778,110126,NULL,NULL,NULL,desktop,NULL
125812,110155,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125820,110163,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125826,110169,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
125849,110185,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125907,110236,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125914,110243,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
125944,110267,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125988,110306,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
125994,110312,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126027,110341,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
126029,110343,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
126038,110351,NULL,NULL,NULL,desktop,https://www.gsearch.com
126043,110356,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126051,110364,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126056,110369,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126064,110376,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
126078,110387,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
126100,110406,NULL,NULL,NULL,desktop,NULL
126112,110412,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126125,110423,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126134,110430,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126149,97605,NULL,NULL,NULL,desktop,NULL
126159,110451,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
126170,110461,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126180,110470,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126196,110482,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126201,110487,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126211,110494,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126223,110503,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
126239,110517,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
126257,110531,NULL,NULL,NULL,desktop,https://www.gsearch.com
126263,110536,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
126282,110551,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
126326,110586,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126334,110594,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126350,100264,NULL,NULL,NULL,desktop,NULL
126372,83921,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com
126389,107541,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
126405,110653,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126410,110658,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126434,110679,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126440,100139,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
126442,99029,NULL,NULL,NULL,desktop,NULL
126448,110688,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126450,107850,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
126470,110704,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
126475,110708,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126525,110751,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126536,105722,NULL,NULL,NULL,desktop,https://www.gsearch.com
126559,110780,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
126563,110784,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126577,110797,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126619,110836,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126620,110837,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126652,110866,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
126675,110888,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
126702,110909,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126723,110924,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126730,104748,NULL,NULL,NULL,mobile,NULL
126736,110935,bsearch,nonbrand,b_ad_1,mobile,https://www.bsearch.com
126756,110952,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126779,110974,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126782,110977,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126801,110992,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126816,111005,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126820,111009,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126836,111022,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126850,111036,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126856,111040,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126858,111042,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126871,103836,NULL,NULL,NULL,desktop,NULL
126880,108946,NULL,NULL,NULL,desktop,https://www.gsearch.com
126899,111076,bsearch,nonbrand,b_ad_1,desktop,https://www.bsearch.com
126937,111107,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
126968,111133,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
126977,111139,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
127026,111177,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
